queried_structure,name,entry_id,formationenergy_id,duplicate_entry_id,icsd_id,prototype,spacegroup,composition,composition_generic,ntypes,natoms,volume_A3,formation_energy_eV_per_atom,stability_eV_per_atom,band_gap_eV,fit,calculation_label,unit_cell_json,sites_json
NaMnO2,NaMnO2,3382,4067577,3382.0,16270.0,NaNiO2(mS8),C2/m,Mn1 Na1 O2,ABC2,3,4,43.0443,-2.01967775370526,0.002759827499999812,1.292,standard,static,"[[0.0, 2.893509, 0.0], [2.808601, 1.446755, 0.008908], [-0.585578, -1.446755, -5.298496]]","[""Mn @ 0 0 0"", ""Na @ 0.5 0.5 0.5"", ""O @ 0.71 0.788 0.208"", ""O @ 0.29 0.212 0.792""]"
NaMnO2,NaMnO2,3216,4080873,3216.0,15769.0,LiMnO2,Pmmn,Mn1 Na1 O2,ABC2,3,8,86.581,-2.01674395620526,0.0056936250000001465,1.243,standard,static,"[[2.885388, 0.0, 0.0], [0.0, 6.323665, 0.0], [0.0, 0.0, 4.745143]]","[""Mn @ 0.25 0.627 0.25"", ""Mn @ 0.75 0.373 0.75"", ""Na @ 0.25 0.123 0.25"", ""Na @ 0.75 0.877 0.75"", ""O @ 0.75 0.417 0.25"", ""O @ 0.75 0.833 0.25"", ""O @ 0.25 0.167 0.75"", ""O @ 0.25 0.583 0.75""]"
NaMnO2,NaMnO2,695049,4909356,3382.0,,,R-3m,Mn1 Na1 O2,ABC2,3,4,43.2297,-1.94039446370526,0.08204311750000004,0.0,standard,static,"[[1.535073, 0.886276, 5.295819], [-1.535073, 0.886276, 5.295819], [0.0, -1.77255, 5.295819]]","[""Mn @ 0.5 0.5 0.5"", ""Na @ 0 0 0"", ""O @ 0.234 0.234 0.234"", ""O @ 0.766 0.766 0.766""]"
NaMnO2,NaMnO2,695046,4909362,3216.0,,,Pmmn,Mn1 Na1 O2,ABC2,3,8,87.1341,-2.01888754620526,0.0035500349999999514,1.234,standard,static,"[[2.893189, 0.0, 0.0], [0.0, 6.324391, 0.0], [0.0, 0.0, 4.762034]]","[""Mn @ 0 1 0"", ""Mn @ 0.5 0.25 0.5"", ""Na @ 0 0.502 0"", ""Na @ 0.5 0.748 0.5"", ""O @ 0.5 0.21 0"", ""O @ 0.5 0.794 0"", ""O @ 0 0.0403 0.5"", ""O @ 0 0.456 0.5""]"
NaMnO2,NaMnO2,695047,4909371,3382.0,,,C2/m,Mn1 Na1 O2,ABC2,3,4,43.4194,-2.02243758120526,0.0,1.29,standard,static,"[[0.0, 2.896267, 0.0], [-2.824588, 1.448133, -0.061267], [0.483115, -1.448133, 5.317976]]","[""Mn @ 0 0 0"", ""Na @ 0.5 0.5 0.5"", ""O @ 0.709 0.789 0.208"", ""O @ 0.291 0.211 0.792""]"
NaMnO2,NaMnO2,695048,4909863,695048.0,,,I41/amd,Mn1 Na1 O2,ABC2,3,16,171.422,-1.99264477933026,0.029792801874999997,1.239,standard,static,"[[-6.004921, 0.0, 0.0], [0.0, -6.004921, 0.0], [3.00246, 3.00246, 4.753931]]","[""Mn @ 0 0 0"", ""Mn @ 0 0.5 0"", ""Mn @ 0 0.5 0.5"", ""Mn @ 0.5 0.5 0.5"", ""Na @ 0.5 0 0"", ""Na @ 0.5 0.5 0"", ""Na @ 0 0 0.5"", ""Na @ 0.5 0 0.5"", ""O @ 0.216 0.252 0.00487"", ""O @ 0.789 0.252 0.00487"", ""O @ 0.248 0.284 0.495"", ""O @ 0.248 0.711 0.495"", ""O @ 0.752 0.289 0.505"", ""O @ 0.752 0.716 0.505"", ""O @ 0.211 0.748 0.995"", ""O @ 0.784 0.748 0.995""]"
NaMnO2,NaMnO2,1773006,6072740,1773006.0,,,Pna21,Mn1 Na1 O2,ABC2,3,16,168.648,-1.918826788705256,0.10361079250000405,0.0,standard,static,"[[4.407502, 0.0, 0.0], [0.0, 4.412085, 0.0], [0.0, 0.0, 8.672521]]","[""Mn @ 0.0603 0.999 0.125"", ""Mn @ 0.0603 0.499 0.375"", ""Mn @ 0.56 0.501 0.625"", ""Mn @ 0.56 0.00108 0.875"", ""Na @ 0.56 0.497 0.125"", ""Na @ 0.56 0.997 0.375"", ""Na @ 0.0602 0.00312 0.625"", ""Na @ 0.0602 0.503 0.875"", ""O @ 0.561 0.997 0.0956"", ""O @ 0.0603 0.494 0.155"", ""O @ 0.0603 0.994 0.346"", ""O @ 0.561 0.497 0.404"", ""O @ 0.0612 0.503 0.596"", ""O @ 0.56 0.00598 0.654"", ""O @ 0.56 0.506 0.846"", ""O @ 0.0612 0.00328 0.904""]"
NaMnO2,NaMnO2,2020397,6241340,695048.0,241352.0,,I41/amd,Mn1 Na1 O2,ABC2,3,16,169.01,-1.9875139062052565,0.034923675000003485,1.065,standard,static,"[[-3.003371638, 3.003371638, 4.684174616], [3.003371638, -3.003371638, 4.684174616], [3.003371638, 3.003371638, -4.684174616]]","[""Mn @ 0.375 0.625 0.25"", ""Mn @ 0.875 0.625 0.25"", ""Mn @ 0.375 0.125 0.75"", ""Mn @ 0.375 0.625 0.75"", ""Na @ 0.875 0.125 0.25"", ""Na @ 0.375 0.125 0.25"", ""Na @ 0.875 0.125 0.75"", ""Na @ 0.875 0.625 0.75"", ""O @ 0.591 0.378 0.213"", ""O @ 0.622 0.835 0.213"", ""O @ 0.128 0.415 0.287"", ""O @ 0.159 0.872 0.287"", ""O @ 0.128 0.841 0.713"", ""O @ 0.585 0.872 0.713"", ""O @ 0.165 0.378 0.787"", ""O @ 0.622 0.409 0.787""]"
NaMnO2,NaMnO2,2034822,6242222,2034822.0,678364.0,,Pnma,Mn1 Na1 O2,ABC2,3,16,174.47,-1.9431288074552562,0.07930877375000378,1.6880000000000002,standard,static,"[[11.010652877, 0.0, 0.0], [0.0, 2.858091381, 0.0], [0.0, 0.0, 5.544112724]]","[""Mn @ 0.126 0.75 0.0265"", ""Mn @ 0.626 0.75 0.474"", ""Mn @ 0.374 0.25 0.526"", ""Mn @ 0.874 0.25 0.974"", ""Na @ 0.38 0.25 0.0313"", ""Na @ 0.88 0.25 0.469"", ""Na @ 0.12 0.75 0.531"", ""Na @ 0.62 0.75 0.969"", ""O @ 0.802 0.75 0.164"", ""O @ 0.052 0.25 0.215"", ""O @ 0.552 0.25 0.285"", ""O @ 0.302 0.75 0.336"", ""O @ 0.698 0.25 0.664"", ""O @ 0.448 0.75 0.715"", ""O @ 0.948 0.75 0.785"", ""O @ 0.198 0.25 0.836""]"
NaMnO2,NaMnO2,2034814,6242239,2034814.0,678352.0,,Pm,Mn1 Na1 O2,ABC2,3,16,178.916,-1.929571505580256,0.09286607562500393,1.3090000000000002,standard,static,"[[5.630803366, 0.0, 0.0], [0.0, 2.849515292, 0.0], [-0.869816421, 0.0, 11.150847727]]","[""Mn @ 0.992 0.5 0.00381"", ""Mn @ 0.405 0 0.256"", ""Mn @ 0.041 0.5 0.511"", ""Mn @ 0.577 0 0.734"", ""Na @ 0.911 0.5 0.248"", ""Na @ 0.535 0 0.494"", ""Na @ 0.0811 0.5 0.763"", ""Na @ 0.493 0.5 0.999"", ""O @ 0.813 0 0.076"", ""O @ 0.264 0.5 0.162"", ""O @ 0.58 0.5 0.34"", ""O @ 0.128 0 0.406"", ""O @ 0.906 0 0.604"", ""O @ 0.404 0.5 0.643"", ""O @ 0.705 0.5 0.832"", ""O @ 0.166 0 0.927""]"
NaMnO2,NaMnO2,2106759,6333900,3382.0,,,R-3m,Mn1 Na1 O2,ABC2,3,4,43.29,-1.940809891205256,0.08162769000000392,0.0,standard,static,"[[1.534001127, 0.885655964, 5.310624234], [-1.534001127, 0.885655964, 5.310624234], [0.0, -1.771311928, 5.310624234]]","[""Mn @ 0.5 0.5 0.5"", ""Na @ 0 0 0"", ""O @ 0.234 0.234 0.234"", ""O @ 0.766 0.766 0.766""]"
NaMnO2,NaMnO2,2106859,6333938,,,,P63mc,Mn1 Na1 O2,ABC2,3,8,87.4811,-1.9092946712052568,0.1131429100000032,0.0,standard,static,"[[3.048866998, 0.0, 0.0], [-1.524433499, 2.640396273, 0.0], [0.0, 0.0, 10.86692258]]","[""Mn @ 0.667 0.333 0.000608"", ""Mn @ 0.333 0.667 0.501"", ""Na @ 0.667 0.333 0.257"", ""Na @ 0.333 0.667 0.757"", ""O @ 0.333 0.667 0.101"", ""O @ 0 0 0.401"", ""O @ 0.667 0.333 0.601"", ""O @ 0 0 0.901""]"
NaMnO2,NaMnO2,2110675,6335199,,,,R3m,Mn1 Na1 O2,ABC2,3,4,43.8893,-1.8995411587052562,0.12289642250000377,0.0,standard,static,"[[1.521064071, 0.878186751, 5.476116439], [-1.521064071, 0.878186751, 5.476116439], [0.0, -1.756373502, 5.476116439]]","[""Mn @ 0.00244 0.00244 0.00244"", ""Na @ 0.832 0.832 0.832"", ""O @ 0.402 0.402 0.402"", ""O @ 0.603 0.603 0.603""]"
NaMnO2,NaMnO2,2110775,6335247,,,,P63/mmc,Mn1 Na1 O2,ABC2,3,8,87.1634,-1.9284014724552563,0.09403610875000368,0.0,standard,static,"[[3.060664206, 0.0, 0.0], [-1.530332103, 2.650612955, 0.0], [0.0, 0.0, 10.744152819]]","[""Mn @ 0 0 0"", ""Mn @ 0 0 0.5"", ""Na @ 0.667 0.333 0.25"", ""Na @ 0.333 0.667 0.75"", ""O @ 0.333 0.667 0.0998"", ""O @ 0.333 0.667 0.4"", ""O @ 0.667 0.333 0.6"", ""O @ 0.667 0.333 0.9""]"
LiFePO4,LiFePO4,16690,4505370,16690.0,97766.0,Na2CrO4,Cmcm,Fe1 Li1 O4 P1,ABCD4,4,14,139.828,-2.39736670941274,0.012576433214289917,3.207,standard,static,"[[2.761141, -4.123396, 0.0], [2.761141, 4.123396, 0.0], [0.0, 0.0, 6.140756]]","[""Fe @ 0 0 0"", ""Fe @ 0 0 0.5"", ""Li @ 0.334 0.666 0.25"", ""Li @ 0.666 0.334 0.75"", ""O @ 0.753 0.247 0.0437"", ""O @ 0.308 0.242 0.25"", ""O @ 0.758 0.692 0.25"", ""O @ 0.753 0.247 0.456"", ""O @ 0.247 0.753 0.544"", ""O @ 0.242 0.308 0.75"", ""O @ 0.692 0.758 0.75"", ""O @ 0.247 0.753 0.956"", ""P @ 0.649 0.351 0.25"", ""P @ 0.351 0.649 0.75""]"
LiFePO4,LiFePO4,6955,4871388,6955.0,38209.0,Mg2SiO4,Pnma,Fe1 Li1 O4 P1,ABCD4,4,28,285.574,-2.40994314262703,0.0,4.212,standard,static,"[[4.689932, 0.0, 0.0], [0.0, 10.151774, 0.0], [0.0, 0.0, 5.998054]]","[""Fe @ 0.966 0.28 0.25"", ""Fe @ 0.534 0.78 0.25"", ""Fe @ 0.466 0.22 0.75"", ""Fe @ 0.034 0.72 0.75"", ""Li @ 0 0 0"", ""Li @ 0.5 0.5 0"", ""Li @ 0 0 0.5"", ""Li @ 0.5 0.5 0.5"", ""O @ 0.276 0.164 0.0449"", ""O @ 0.224 0.664 0.0449"", ""O @ 0.738 0.0935 0.25"", ""O @ 0.215 0.451 0.25"", ""O @ 0.762 0.593 0.25"", ""O @ 0.285 0.951 0.25"", ""O @ 0.276 0.164 0.455"", ""O @ 0.224 0.664 0.455"", ""O @ 0.776 0.336 0.545"", ""O @ 0.724 0.836 0.545"", ""O @ 0.715 0.0488 0.75"", ""O @ 0.238 0.407 0.75"", ""O @ 0.785 0.549 0.75"", ""O @ 0.262 0.907 0.75"", ""O @ 0.776 0.336 0.955"", ""O @ 0.724 0.836 0.955"", ""P @ 0.412 0.0921 0.25"", ""P @ 0.0882 0.592 0.25"", ""P @ 0.912 0.408 0.75"", ""P @ 0.588 0.908 0.75""]"
LiFePO4,LiFePO4,122672,4874316,122672.0,246855.0,Mg2SiO4,Pnma,Fe1 Li1 O4 P1,ABCD4,4,28,289.643,-2.35789623941274,0.05204690321428984,3.193,standard,static,"[[10.05767, 0.0, 0.0], [0.0, 6.09667, 0.0], [0.0, 0.0, 4.723606]]","[""Fe @ 0 0 0"", ""Fe @ 0 0.5 0"", ""Fe @ 0.5 0 0.5"", ""Fe @ 0.5 0.5 0.5"", ""Li @ 0.717 0.75 0.0142"", ""Li @ 0.217 0.75 0.486"", ""Li @ 0.783 0.25 0.514"", ""Li @ 0.283 0.25 0.986"", ""O @ 0.666 0.0423 0.2"", ""O @ 0.666 0.458 0.2"", ""O @ 0.454 0.25 0.207"", ""O @ 0.908 0.75 0.248"", ""O @ 0.408 0.75 0.252"", ""O @ 0.954 0.25 0.293"", ""O @ 0.166 0.0423 0.3"", ""O @ 0.166 0.458 0.3"", ""O @ 0.834 0.542 0.7"", ""O @ 0.834 0.958 0.7"", ""O @ 0.0463 0.75 0.707"", ""O @ 0.592 0.25 0.748"", ""O @ 0.0925 0.25 0.752"", ""O @ 0.546 0.75 0.793"", ""O @ 0.334 0.542 0.8"", ""O @ 0.334 0.958 0.8"", ""P @ 0.6 0.25 0.0775"", ""P @ 0.0998 0.25 0.422"", ""P @ 0.9 0.75 0.578"", ""P @ 0.4 0.75 0.922""]"
LiFePO4,LiFePO4,2049501,6246498,2049501.0,258956.0,,Pnma,Fe1 Li1 O4 P1,ABCD4,4,28,318.304,-1.6029682169127426,0.8069749257142873,2.139,standard,static,"[[8.883559447, 0.0, 0.0], [0.0, 6.487550252, 0.0], [0.0, 0.0, 5.522994365]]","[""Fe @ 0.29 0.25 0.133"", ""Fe @ 0.79 0.25 0.367"", ""Fe @ 0.21 0.75 0.633"", ""Fe @ 0.71 0.75 0.867"", ""Li @ 0 0 0"", ""Li @ 0 0.5 0"", ""Li @ 0.5 0 0.5"", ""Li @ 0.5 0.5 0.5"", ""O @ 0.522 0.25 0.0675"", ""O @ 0.067 0.25 0.169"", ""O @ 0.825 0.558 0.239"", ""O @ 0.825 0.942 0.239"", ""O @ 0.325 0.558 0.261"", ""O @ 0.325 0.942 0.261"", ""O @ 0.567 0.25 0.331"", ""O @ 0.0224 0.25 0.433"", ""O @ 0.978 0.75 0.567"", ""O @ 0.433 0.75 0.669"", ""O @ 0.675 0.0584 0.739"", ""O @ 0.675 0.442 0.739"", ""O @ 0.175 0.0584 0.761"", ""O @ 0.175 0.442 0.761"", ""O @ 0.933 0.75 0.831"", ""O @ 0.478 0.75 0.933"", ""P @ 0.306 0.75 0.0867"", ""P @ 0.806 0.75 0.413"", ""P @ 0.194 0.25 0.587"", ""P @ 0.694 0.25 0.913""]"
LiCoO2,LiCoO2,5701,4082805,5701.0,29225.0,NaCrS2,R-3m,Co1 Li1 O2,ABC2,3,4,32.5095,-1.5471009134233,0.14633448750000255,0.0,standard,standard,"[[1.423678, 0.821961, 4.630159], [-1.423678, 0.821961, 4.630159], [0.0, -1.643923, 4.630159]]","[""Co @ 0 0 0"", ""Li @ 0.5 0.5 0.5"", ""O @ 0.255 0.255 0.255"", ""O @ 0.745 0.745 0.745""]"
LiCoO2,LiCoO2,677746,4866738,677746.0,74332.0,,Fd-3m,Co1 Li1 O2,ABC2,3,16,136.841,-1.6359284696733,0.0575069312500025,2.157,standard,static,"[[4.090049, 4.090049, 0.0], [-4.090049, 0.0, 4.090049], [4.090049, -4.090049, 0.0]]","[""Co @ 0 0.5 0"", ""Co @ 0 0 0.5"", ""Co @ 0 0.5 0.5"", ""Co @ 0.5 0 0.5"", ""Li @ 0 0 0"", ""Li @ 0.5 0 0"", ""Li @ 0.5 0.5 0"", ""Li @ 0.5 0.5 0.5"", ""O @ 0.246 0.507 0.254"", ""O @ 0.761 0.507 0.254"", ""O @ 0.246 0.993 0.254"", ""O @ 0.754 0.00723 0.261"", ""O @ 0.246 0.993 0.739"", ""O @ 0.754 0.00723 0.746"", ""O @ 0.239 0.493 0.746"", ""O @ 0.754 0.493 0.746""]"
LiCoO2,LiCoO2,103776,4867830,103776.0,161384.0,NaCrS2,C2/m,Co1 Li1 O2,ABC2,3,12,94.8596,-1.5725708409233,0.12086456000000267,0.0,standard,static,"[[2.810616, -0.002251, -0.004342], [-1.407257, 2.437431, 1.6e-05], [-0.021595, -0.012376, 13.853193]]","[""Co @ 0.00284 0.00142 0.000121"", ""Co @ 0.667 0.333 0.333"", ""Co @ 0.331 0.665 0.667"", ""Li @ 0.336 0.668 0.167"", ""Li @ 0.998 0.999 0.5"", ""Li @ 0.667 0.333 0.833"", ""O @ 0.672 0.336 0.0744"", ""O @ 0.999 0.999 0.259"", ""O @ 0.334 0.667 0.407"", ""O @ 0.662 0.331 0.592"", ""O @ 0.999 1 0.741"", ""O @ 0.334 0.667 0.926""]"
LiCoO2,LiCoO2,1477705,5850169,677746.0,,,Fd-3m,Co1 Li1 O2,ABC2,3,16,126.176,-1.6883505865483022,0.005084814375000413,2.3660000000000005,standard,static,"[[0.0, 3.980912989, 3.980912989], [3.980912989, 0.0, 3.980912989], [3.980912989, 3.980912989, 0.0]]","[""Co @ 0.625 0.625 0.125"", ""Co @ 0.625 0.125 0.625"", ""Co @ 0.125 0.625 0.625"", ""Co @ 0.625 0.625 0.625"", ""Li @ 0.125 0.125 0.125"", ""Li @ 0.625 0.125 0.125"", ""Li @ 0.125 0.625 0.125"", ""Li @ 0.125 0.125 0.625"", ""O @ 0.384 0.384 0.384"", ""O @ 0.849 0.384 0.384"", ""O @ 0.384 0.849 0.384"", ""O @ 0.866 0.866 0.401"", ""O @ 0.384 0.384 0.849"", ""O @ 0.866 0.401 0.866"", ""O @ 0.401 0.866 0.866"", ""O @ 0.866 0.866 0.866""]"
LiCoO2,LiCoO2,1477713,5850235,5701.0,,,R-3m,Co1 Li1 O2,ABC2,3,4,31.5687,-1.689319113423302,0.004116287500000482,2.4920000000000004,standard,static,"[[1.40471722, 0.811013865, 4.618370979], [-1.40471722, 0.811013865, 4.618370979], [0.0, -1.62202773, 4.618370979]]","[""Co @ 0.5 0.5 0.5"", ""Li @ 0 0 0"", ""O @ 0.241 0.241 0.241"", ""O @ 0.759 0.759 0.759""]"
LiCoO2,LiCoO2,1477721,5850347,1477721.0,,,I41/amd,Co1 Li1 O2,ABC2,3,8,68.0843,-1.5428253896733022,0.1506100112500004,0.847,standard,static,"[[-2.065914115, 2.065914115, 3.988064352], [2.065914115, -2.065914115, 3.988064352], [2.065914115, 2.065914115, -3.988064352]]","[""Co @ 0 0 0"", ""Co @ 0.75 0.25 0.5"", ""Li @ 0.5 0.5 0"", ""Li @ 0.25 0.75 0.5"", ""O @ 0.236 0.236 0"", ""O @ 0.764 0.764 0"", ""O @ 0.514 0.0144 0.5"", ""O @ 0.986 0.486 0.5""]"
LiCoO2,LiCoO2,31809,5854865,5701.0,,,R-3m,Co1 Li1 O2,ABC2,3,4,31.9887,-1.6934354009233026,0.0,2.4970000000000003,standard,static,"[[1.40706398, 0.812368768, 4.664213248], [-1.40706398, 0.812368768, 4.664213248], [0.0, -1.624737536, 4.664213248]]","[""Co @ 0.5 0.5 0.5"", ""Li @ 0 0 0"", ""O @ 0.24 0.24 0.24"", ""O @ 0.76 0.76 0.76""]"
LiCoO2,LiCoO2,1477729,5861729,1477729.0,,,P1,Co1 Li1 O2,ABC2,3,64,559.319,-1.543255465923302,0.1501799350000006,0.0,standard,static,"[[5.044849657, 0.0, 0.0], [-1.678299309, 9.903098665, 0.0], [-0.121596381, -3.300380654, 11.195407104]]","[""Co @ 0.748 0.25 0.0599"", ""Co @ 0.009 0.989 0.229"", ""Co @ 0.00593 0.503 0.248"", ""Co @ 0.747 0.746 0.306"", ""Co @ 0.756 0.25 0.309"", ""Co @ 0.493 0.996 0.366"", ""Co @ 0.494 0.505 0.38"", ""Co @ 0.00527 0.997 0.501"", ""Co @ 0.75 0.257 0.563"", ""Co @ 0.756 0.741 0.572"", ""Co @ 0.49 0.00191 0.627"", ""Co @ 0.244 0.268 0.697"", ""Co @ 0.264 0.74 0.707"", ""Co @ 0.74 0.255 0.818"", ""Co @ 0.506 0.987 0.89"", ""Co @ 0 0.506 0.999"", ""Li @ 0.739 0.747 0.0537"", ""Li @ 0.493 0.499 0.117"", ""Li @ 0.5 0.998 0.118"", ""Li @ 0.259 0.744 0.175"", ""Li @ 0.258 0.248 0.18"", ""Li @ 0.25 0.746 0.436"", ""Li @ 0.252 0.254 0.437"", ""Li @ 0.0203 0.498 0.509"", ""Li @ 0.505 0.503 0.634"", ""Li @ 0.994 0.998 0.758"", ""Li @ 0.99 0.508 0.76"", ""Li @ 0.767 0.749 0.825"", ""Li @ 0.497 0.514 0.881"", ""Li @ 0.241 0.247 0.939"", ""Li @ 0.243 0.746 0.944"", ""Li @ 0.0112 0.993 0.989"", ""O @ 0.337 0.608 0.0277"", ""O @ 0.406 0.135 0.0294"", ""O @ 0.0873 0.376 0.0907"", ""O @ 0.12 0.884 0.0991"", ""O @ 0.89 0.613 0.155"", ""O @ 0.87 0.139 0.165"", ""O @ 0.635 0.87 0.226"", ""O @ 0.628 0.383 0.232"", ""O @ 0.396 0.625 0.283"", ""O @ 0.382 0.119 0.287"", ""O @ 0.122 0.387 0.339"", ""O @ 0.108 0.876 0.342"", ""O @ 0.862 0.634 0.399"", ""O @ 0.871 0.117 0.402"", ""O @ 0.644 0.364 0.463"", ""O @ 0.625 0.88 0.466"", ""O @ 0.375 0.122 0.525"", ""O @ 0.394 0.621 0.526"", ""O @ 0.103 0.879 0.587"", ""O @ 0.128 0.366 0.598"", ""O @ 0.877 0.131 0.647"", ""O @ 0.885 0.633 0.652"", ""O @ 0.609 0.872 0.712"", ""O @ 0.626 0.366 0.719"", ""O @ 0.383 0.141 0.776"", ""O @ 0.375 0.625 0.779"", ""O @ 0.144 0.879 0.839"", ""O @ 0.0911 0.371 0.849"", ""O @ 0.85 0.129 0.896"", ""O @ 0.874 0.614 0.918"", ""O @ 0.63 0.88 0.968"", ""O @ 0.65 0.377 0.976""]"
LiCoO2,LiCoO2,1545199,5914293,1477721.0,,,I41/amd,Co1 Li1 O2,ABC2,3,8,65.1963,-1.5669881184233025,0.12644728250000004,0.0,standard,static,"[[-1.988261795, 1.988261795, 4.123023164], [1.988261795, -1.988261795, 4.123023164], [1.988261795, 1.988261795, -4.123023164]]","[""Co @ 0 0 0"", ""Co @ 0.75 0.25 0.5"", ""Li @ 0.5 0.5 0"", ""Li @ 0.25 0.75 0.5"", ""O @ 0.235 0.235 0"", ""O @ 0.765 0.765 0"", ""O @ 0.515 0.0155 0.5"", ""O @ 0.985 0.485 0.5""]"
LiCoO2,LiCoO2,1545190,5914715,5701.0,,,R-3m,Co1 Li1 O2,ABC2,3,4,31.5219,-1.6887266684233024,0.004708732500000146,2.295,standard,static,"[[1.40602956, 0.811771545, 4.60291395], [-1.40602956, 0.811771545, 4.60291395], [0.0, -1.62354309, 4.60291395]]","[""Co @ 0.5 0.5 0.5"", ""Li @ 0 0 0"", ""O @ 0.241 0.241 0.241"", ""O @ 0.759 0.759 0.759""]"
LiCoO2,LiCoO2,1548646,5917449,5701.0,,,R-3m,Co1 Li1 O2,ABC2,3,4,31.4514,-1.6875336234233025,0.005901777500000094,2.4939999999999998,standard,static,"[[1.407220519, 0.812459145, 4.584846157], [-1.407220519, 0.812459145, 4.584846157], [0.0, -1.624918291, 4.584846157]]","[""Co @ 0.5 0.5 0.5"", ""Li @ 0 0 0"", ""O @ 0.241 0.241 0.241"", ""O @ 0.759 0.759 0.759""]"
